entity1,relationship,entity2
Product_1808,belongs_to_category,Sports
Product_33,belongs_to_category,Sports
Product_121,similar_to,Product_1110
Product_681,belongs_to_category,Sports
Product_551,bought_by,Customer_970
Product_1454,sold_by,Seller_464
Product_1533,bought_by,Customer_875
Product_1097,reviewed_by,Customer_1730
Product_652,sold_by,Seller_74
Product_1350,similar_to,Product_787
Product_417,complements,Product_1763
Product_1531,reviewed_by,Customer_1681
Product_148,sold_by,Seller_110
Product_302,complements,Product_598
Product_1481,reviewed_by,Customer_176
Product_294,similar_to,Product_512
Product_574,sold_by,Seller_355
Product_1563,bought_by,Customer_1699
Product_639,similar_to,Product_1817
Product_1776,bought_by,Customer_1500
Product_97,similar_to,Product_1616
Product_1703,similar_to,Product_187
Product_1690,complements,Product_340
Product_1722,belongs_to_category,Sports
Product_1207,similar_to,Product_789
Product_217,bought_by,Customer_1304
Product_1012,bought_by,Customer_1592
Product_342,complements,Product_708
Product_938,reviewed_by,Customer_142
Product_1633,belongs_to_category,Grocery
Product_548,complements,Product_903
Product_1196,reviewed_by,Customer_1066
Product_490,complements,Product_943
Product_798,complements,Product_95
Product_1886,bought_by,Customer_405
Product_747,bought_by,Customer_1172
Product_229,similar_to,Product_339
Product_1011,similar_to,Product_1201
Product_1581,sold_by,Seller_342
Product_1226,belongs_to_category,Sports
Product_1187,belongs_to_category,Grocery
Product_845,similar_to,Product_578
Product_1004,reviewed_by,Customer_1821
Product_1938,similar_to,Product_1857
Product_55,similar_to,Product_1275
Product_372,reviewed_by,Customer_1992
Product_433,bought_by,Customer_1999
Product_559,similar_to,Product_143
Product_1975,complements,Product_927
Product_1306,bought_by,Customer_98
Product_1324,sold_by,Seller_332
Product_1604,complements,Product_1105
Product_446,bought_by,Customer_593
Product_1950,bought_by,Customer_1850
Product_1819,similar_to,Product_1754
Product_1550,bought_by,Customer_1081
Product_1072,bought_by,Customer_1400
Product_1387,similar_to,Product_1242
Product_469,sold_by,Seller_361
Product_573,belongs_to_category,Sports
Product_486,sold_by,Seller_411
Product_948,bought_by,Customer_283
Product_549,similar_to,Product_1932
Product_1747,sold_by,Seller_240
Product_120,sold_by,Seller_153
Product_1386,similar_to,Product_284
Product_1288,similar_to,Product_975
Product_562,similar_to,Product_833
Product_963,belongs_to_category,Sports
Product_1346,reviewed_by,Customer_820
Product_1271,sold_by,Seller_49
Product_91,belongs_to_category,Grocery
Product_231,reviewed_by,Customer_421
Product_153,reviewed_by,Customer_2
Product_100,complements,Product_755
Product_1050,reviewed_by,Customer_429
Product_395,belongs_to_category,Beauty
Product_1251,similar_to,Product_56
Product_1207,bought_by,Customer_996
Product_369,sold_by,Seller_262
Product_245,similar_to,Product_1303
Product_1240,complements,Product_1609
Product_917,similar_to,Product_1362
Product_1280,sold_by,Seller_169
Product_893,bought_by,Customer_720
Product_1687,sold_by,Seller_373
Product_1572,reviewed_by,Customer_394
Product_382,bought_by,Customer_456
Product_269,sold_by,Seller_85
Product_356,sold_by,Seller_316
Product_311,belongs_to_category,Grocery
Product_936,sold_by,Seller_399
Product_902,reviewed_by,Customer_1605
Product_632,bought_by,Customer_978
Product_468,sold_by,Seller_316
Product_1491,complements,Product_1004
Product_1530,similar_to,Product_1697
Product_1040,sold_by,Seller_228
Product_48,similar_to,Product_1283
Product_373,belongs_to_category,Electronics
Product_80,bought_by,Customer_1225
Product_363,complements,Product_764
Product_1820,sold_by,Seller_264
Product_853,reviewed_by,Customer_1309
Product_1267,bought_by,Customer_258
Product_753,similar_to,Product_1895
Product_1912,reviewed_by,Customer_1564
Product_1300,complements,Product_437
Product_1018,complements,Product_1149
Product_484,bought_by,Customer_2
Product_854,reviewed_by,Customer_1
Product_1566,sold_by,Seller_182
Product_571,similar_to,Product_200
Product_750,sold_by,Seller_407
Product_1143,belongs_to_category,Books
Product_1797,sold_by,Seller_307
Product_1577,complements,Product_814
Product_825,bought_by,Customer_1781
Product_198,similar_to,Product_1653
Product_128,complements,Product_6
Product_1435,bought_by,Customer_996
Product_1993,belongs_to_category,Home
Product_1093,complements,Product_323
Product_276,reviewed_by,Customer_959
Product_709,complements,Product_1990
Product_666,belongs_to_category,Fashion
Product_1116,bought_by,Customer_1543
Product_1031,reviewed_by,Customer_412
Product_185,bought_by,Customer_507
Product_213,belongs_to_category,Fashion
Product_1456,bought_by,Customer_1305
Product_238,belongs_to_category,Home
Product_1383,complements,Product_1314
Product_764,complements,Product_1200
Product_1124,reviewed_by,Customer_926
Product_1220,similar_to,Product_380
Product_1883,belongs_to_category,Fashion
Product_1045,belongs_to_category,Grocery
Product_1773,complements,Product_158
Product_1857,similar_to,Product_1919
Product_1452,complements,Product_1647
Product_1060,similar_to,Product_1449
Product_515,similar_to,Product_854
Product_330,sold_by,Seller_494
Product_1880,bought_by,Customer_756
Product_463,complements,Product_384
Product_469,sold_by,Seller_332
Product_411,belongs_to_category,Electronics
Product_1961,bought_by,Customer_581
Product_1819,reviewed_by,Customer_375
Product_1,belongs_to_category,Fashion
Product_437,reviewed_by,Customer_1180
Product_446,sold_by,Seller_307
Product_1137,complements,Product_1738
Product_1051,bought_by,Customer_39
Product_826,similar_to,Product_900
Product_1065,bought_by,Customer_860
Product_1928,reviewed_by,Customer_848
Product_1457,similar_to,Product_1493
Product_1099,bought_by,Customer_1458
Product_363,complements,Product_1744
Product_1664,sold_by,Seller_480
Product_1607,bought_by,Customer_1493
Product_1059,sold_by,Seller_472
Product_1105,reviewed_by,Customer_1617
Product_849,similar_to,Product_319
Product_1405,complements,Product_935
Product_1903,similar_to,Product_114
Product_1310,similar_to,Product_444
Product_1295,bought_by,Customer_779
Product_1525,belongs_to_category,Fashion
Product_1092,sold_by,Seller_16
Product_69,reviewed_by,Customer_1847
Product_460,similar_to,Product_1098
Product_1983,reviewed_by,Customer_1337
Product_976,sold_by,Seller_358
Product_1929,reviewed_by,Customer_187
Product_373,complements,Product_1625
Product_1228,sold_by,Seller_456
Product_217,reviewed_by,Customer_1282
Product_1085,complements,Product_161
Product_373,complements,Product_1381
Product_1314,similar_to,Product_1653
Product_1704,belongs_to_category,Electronics
Product_166,sold_by,Seller_342
Product_1225,reviewed_by,Customer_1436
Product_915,sold_by,Seller_90
Product_663,bought_by,Customer_1143
Product_900,similar_to,Product_1967
Product_379,reviewed_by,Customer_1532
Product_574,reviewed_by,Customer_568
Product_501,complements,Product_1577
Product_986,complements,Product_890
Product_1655,bought_by,Customer_1346
Product_872,complements,Product_1285
Product_1846,belongs_to_category,Sports
Product_440,bought_by,Customer_3
Product_1111,sold_by,Seller_399
Product_859,complements,Product_1931
Product_1322,reviewed_by,Customer_37
Product_736,reviewed_by,Customer_1773
Product_800,reviewed_by,Customer_1085
Product_1566,similar_to,Product_882
Product_348,complements,Product_1255
Product_1148,reviewed_by,Customer_1072
Product_562,sold_by,Seller_365
Product_1022,complements,Product_970
Product_1647,reviewed_by,Customer_622
Product_1505,reviewed_by,Customer_1205
Product_1244,belongs_to_category,Sports
Product_428,similar_to,Product_62
Product_1841,similar_to,Product_745
Product_378,belongs_to_category,Books
Product_1816,sold_by,Seller_483
Product_1661,belongs_to_category,Electronics
Product_450,bought_by,Customer_635
Product_1461,belongs_to_category,Books
Product_287,bought_by,Customer_1829
Product_395,bought_by,Customer_1707
Product_1335,bought_by,Customer_150
Product_1780,belongs_to_category,Grocery
Product_1698,complements,Product_55
Product_1361,bought_by,Customer_1188
Product_117,belongs_to_category,Beauty
Product_1102,sold_by,Seller_405
Product_496,complements,Product_1796
Product_997,belongs_to_category,Fashion
Product_1983,bought_by,Customer_1416
Product_1452,similar_to,Product_1060
Product_1844,sold_by,Seller_308
Product_1666,bought_by,Customer_1278
Product_1099,sold_by,Seller_122
Product_693,similar_to,Product_1710
Product_1093,complements,Product_141
Product_904,sold_by,Seller_179
Product_599,belongs_to_category,Beauty
Product_1663,bought_by,Customer_1163
Product_1396,bought_by,Customer_1731
Product_708,reviewed_by,Customer_1702
Product_1768,belongs_to_category,Beauty
Product_1156,complements,Product_1354
Product_472,reviewed_by,Customer_898
Product_1793,bought_by,Customer_1980
Product_1463,bought_by,Customer_1201
Product_640,belongs_to_category,Beauty
Product_1910,similar_to,Product_1280
Product_1343,sold_by,Seller_269
Product_983,bought_by,Customer_518
Product_845,complements,Product_49
Product_1607,bought_by,Customer_842
Product_1817,complements,Product_729
Product_1611,belongs_to_category,Home
Product_479,similar_to,Product_664
Product_1997,reviewed_by,Customer_1683
Product_1271,reviewed_by,Customer_445
Product_1735,similar_to,Product_489
Product_1716,complements,Product_1220
Product_712,complements,Product_1855
Product_775,reviewed_by,Customer_917
Product_1198,complements,Product_101
Product_1431,sold_by,Seller_462
Product_688,reviewed_by,Customer_2
Product_1828,sold_by,Seller_133
Product_1879,reviewed_by,Customer_505
Product_470,sold_by,Seller_177
Product_1080,sold_by,Seller_226
Product_1342,belongs_to_category,Beauty
Product_641,bought_by,Customer_1005
Product_1445,similar_to,Product_685
Product_723,belongs_to_category,Sports
Product_1093,bought_by,Customer_1847
Product_1371,bought_by,Customer_1360
Product_127,belongs_to_category,Sports
Product_423,bought_by,Customer_171
Product_836,complements,Product_1211
Product_546,bought_by,Customer_1824
Product_1921,reviewed_by,Customer_550
Product_1458,complements,Product_1943
Product_1520,similar_to,Product_1238
Product_1844,sold_by,Seller_394
Product_179,sold_by,Seller_134
Product_1647,bought_by,Customer_1570
Product_1687,reviewed_by,Customer_1247
Product_1513,reviewed_by,Customer_1504
Product_1559,belongs_to_category,Fashion
Product_736,complements,Product_549
Product_883,complements,Product_1204
Product_524,bought_by,Customer_1465
Product_1381,similar_to,Product_791
Product_725,complements,Product_384
Product_1166,reviewed_by,Customer_1378
Product_1860,similar_to,Product_1570
Product_272,sold_by,Seller_74
Product_1477,bought_by,Customer_1402
Product_342,sold_by,Seller_222
Product_1288,reviewed_by,Customer_1248
Product_495,belongs_to_category,Electronics
Product_576,similar_to,Product_92
Product_287,belongs_to_category,Beauty
Product_888,sold_by,Seller_113
Product_1330,complements,Product_638
Product_151,sold_by,Seller_382
Product_1194,belongs_to_category,Sports
Product_443,complements,Product_1729
Product_1995,belongs_to_category,Beauty
Product_1208,bought_by,Customer_1710
Product_1657,complements,Product_323
Product_1113,sold_by,Seller_185
Product_490,complements,Product_1303
Product_1336,belongs_to_category,Sports
Product_1936,similar_to,Product_1810
Product_1279,complements,Product_1785
Product_1030,bought_by,Customer_469
Product_895,reviewed_by,Customer_1270
Product_1463,similar_to,Product_568
Product_750,belongs_to_category,Home
Product_1391,similar_to,Product_1564
Product_782,bought_by,Customer_1677
Product_283,complements,Product_122
Product_852,sold_by,Seller_189
Product_788,belongs_to_category,Grocery
Product_579,belongs_to_category,Sports
Product_926,similar_to,Product_1381
Product_1605,complements,Product_1746
Product_894,bought_by,Customer_73
Product_196,belongs_to_category,Grocery
Product_768,sold_by,Seller_355
Product_204,reviewed_by,Customer_1650
Product_393,sold_by,Seller_448
Product_956,similar_to,Product_975
Product_113,reviewed_by,Customer_940
Product_342,belongs_to_category,Grocery
Product_137,sold_by,Seller_245
Product_403,bought_by,Customer_952
Product_714,complements,Product_759
Product_1799,complements,Product_1417
Product_459,bought_by,Customer_1952
Product_834,sold_by,Seller_64
Product_918,sold_by,Seller_386
Product_136,sold_by,Seller_62
Product_528,bought_by,Customer_1225
Product_239,sold_by,Seller_55
Product_742,reviewed_by,Customer_182
Product_1429,reviewed_by,Customer_314
Product_1646,complements,Product_781
Product_582,belongs_to_category,Beauty
Product_889,similar_to,Product_1214
Product_1658,reviewed_by,Customer_1182
Product_1588,belongs_to_category,Beauty
Product_1655,similar_to,Product_54
Product_1976,belongs_to_category,Electronics
Product_1363,sold_by,Seller_302
Product_659,sold_by,Seller_71
Product_702,bought_by,Customer_101
Product_400,similar_to,Product_530
Product_1754,bought_by,Customer_1502
Product_1634,sold_by,Seller_246
Product_1467,sold_by,Seller_205
Product_1985,reviewed_by,Customer_1212
Product_1600,reviewed_by,Customer_239
Product_1883,reviewed_by,Customer_738
Product_624,bought_by,Customer_977
Product_1369,similar_to,Product_1323
Product_1811,similar_to,Product_1353
Product_341,belongs_to_category,Electronics
Product_1639,complements,Product_915
Product_1707,complements,Product_423
Product_1103,similar_to,Product_191
Product_1797,bought_by,Customer_1428
Product_251,bought_by,Customer_735
Product_1420,complements,Product_1840
Product_1693,reviewed_by,Customer_674
Product_1599,sold_by,Seller_353
Product_725,reviewed_by,Customer_1696
Product_1180,sold_by,Seller_387
Product_1473,similar_to,Product_1919
Product_1372,belongs_to_category,Electronics
Product_1360,reviewed_by,Customer_1795
Product_321,complements,Product_1211
Product_1076,bought_by,Customer_124
Product_822,similar_to,Product_33
Product_222,similar_to,Product_672
Product_1415,complements,Product_1752
Product_1871,belongs_to_category,Beauty
Product_1296,sold_by,Seller_301
Product_491,reviewed_by,Customer_750
Product_1316,similar_to,Product_1919
Product_901,reviewed_by,Customer_1610
Product_116,sold_by,Seller_115
Product_17,reviewed_by,Customer_708
Product_1280,complements,Product_487
Product_1459,sold_by,Seller_41
Product_1721,belongs_to_category,Grocery
Product_675,similar_to,Product_699
Product_1697,complements,Product_515
Product_116,reviewed_by,Customer_843
Product_1218,reviewed_by,Customer_521
Product_1431,complements,Product_701
Product_198,complements,Product_1539
Product_731,belongs_to_category,Home
Product_554,complements,Product_492
Product_183,belongs_to_category,Fashion
Product_1895,sold_by,Seller_28
Product_856,complements,Product_1596
Product_6,belongs_to_category,Beauty
Product_38,complements,Product_366
Product_226,similar_to,Product_580
Product_1806,bought_by,Customer_1929
Product_1414,complements,Product_1463
Product_142,similar_to,Product_982
Product_1555,similar_to,Product_1061
Product_409,belongs_to_category,Electronics
Product_1941,similar_to,Product_120
Product_1654,sold_by,Seller_224
Product_1551,reviewed_by,Customer_192
Product_634,complements,Product_1580
Product_818,similar_to,Product_1486
Product_37,complements,Product_466
Product_1948,belongs_to_category,Home
Product_648,sold_by,Seller_121
Product_284,similar_to,Product_675
Product_645,similar_to,Product_1328
Product_762,reviewed_by,Customer_201
Product_152,bought_by,Customer_1166
Product_82,bought_by,Customer_1303
Product_873,belongs_to_category,Fashion
Product_1554,complements,Product_285
Product_1280,belongs_to_category,Electronics
Product_1426,sold_by,Seller_7
Product_815,bought_by,Customer_123
Product_1266,complements,Product_1127
Product_1338,complements,Product_1158
Product_1404,similar_to,Product_332
Product_185,reviewed_by,Customer_1931
Product_1836,belongs_to_category,Books
Product_1713,complements,Product_1496
Product_50,belongs_to_category,Grocery
Product_143,complements,Product_1328
Product_1012,similar_to,Product_1656
Product_1768,similar_to,Product_1138
Product_703,similar_to,Product_813
Product_1138,sold_by,Seller_341
Product_951,complements,Product_592
Product_1722,complements,Product_1435
Product_1915,sold_by,Seller_191
Product_743,complements,Product_512
Product_456,belongs_to_category,Fashion
Product_198,reviewed_by,Customer_925
Product_1639,belongs_to_category,Beauty
Product_1329,bought_by,Customer_1355
Product_1586,bought_by,Customer_1546
Product_85,sold_by,Seller_332
Product_725,sold_by,Seller_8
Product_1502,complements,Product_673
Product_845,sold_by,Seller_44
Product_1605,bought_by,Customer_34
Product_345,bought_by,Customer_1727
Product_403,belongs_to_category,Beauty
Product_55,belongs_to_category,Electronics
Product_1148,belongs_to_category,Sports
Product_1946,sold_by,Seller_214
Product_919,reviewed_by,Customer_599
Product_731,reviewed_by,Customer_1677
Product_857,reviewed_by,Customer_1053
Product_1072,sold_by,Seller_441
Product_430,belongs_to_category,Beauty
Product_501,complements,Product_1999
Product_1001,bought_by,Customer_309
Product_467,reviewed_by,Customer_301
Product_420,complements,Product_773
Product_1023,sold_by,Seller_482
Product_1408,sold_by,Seller_232
Product_755,complements,Product_830
Product_950,reviewed_by,Customer_138
Product_108,similar_to,Product_302
Product_1163,complements,Product_524
Product_846,complements,Product_1387
Product_1943,belongs_to_category,Home
Product_1324,reviewed_by,Customer_59
Product_976,complements,Product_1239
Product_1131,reviewed_by,Customer_1165
Product_990,belongs_to_category,Grocery
Product_602,reviewed_by,Customer_938
Product_1530,belongs_to_category,Beauty
Product_1996,belongs_to_category,Beauty
Product_773,bought_by,Customer_22
Product_979,similar_to,Product_1347
Product_492,reviewed_by,Customer_1966
Product_140,sold_by,Seller_49
Product_503,reviewed_by,Customer_1960
Product_211,sold_by,Seller_7
Product_1462,belongs_to_category,Beauty
Product_526,reviewed_by,Customer_1923
Product_245,reviewed_by,Customer_1553
Product_1608,bought_by,Customer_600
Product_1165,complements,Product_1760
Product_1265,reviewed_by,Customer_1085
Product_526,belongs_to_category,Beauty
Product_700,bought_by,Customer_1812
Product_129,sold_by,Seller_297
Product_1555,sold_by,Seller_377
Product_339,bought_by,Customer_600
Product_1820,sold_by,Seller_191
Product_1116,complements,Product_1236
Product_1060,complements,Product_350
Product_1671,complements,Product_1430
Product_179,bought_by,Customer_138
Product_79,belongs_to_category,Beauty
Product_1881,similar_to,Product_1324
Product_1161,reviewed_by,Customer_769
Product_1298,complements,Product_1272
Product_181,reviewed_by,Customer_1371
Product_1875,bought_by,Customer_891
Product_1851,belongs_to_category,Grocery
Product_122,bought_by,Customer_332
Product_581,belongs_to_category,Electronics
Product_414,sold_by,Seller_324
Product_789,similar_to,Product_1878
Product_1813,reviewed_by,Customer_1764
Product_665,complements,Product_1136
Product_573,reviewed_by,Customer_796
Product_1367,reviewed_by,Customer_880
Product_226,reviewed_by,Customer_152
Product_478,bought_by,Customer_1211
Product_646,similar_to,Product_1749
Product_1953,similar_to,Product_1970
Product_158,belongs_to_category,Fashion
Product_1585,bought_by,Customer_1801
Product_1744,reviewed_by,Customer_878
Product_1350,belongs_to_category,Sports
Product_1685,bought_by,Customer_1885
Product_287,belongs_to_category,Grocery
Product_837,similar_to,Product_1683
Product_515,complements,Product_1762
Product_267,bought_by,Customer_1811
Product_344,bought_by,Customer_146
Product_898,belongs_to_category,Sports
Product_1390,sold_by,Seller_375
Product_1590,sold_by,Seller_343
Product_1795,similar_to,Product_1129
Product_153,belongs_to_category,Beauty
Product_419,similar_to,Product_1665
Product_802,complements,Product_892
Product_1849,belongs_to_category,Beauty
Product_1249,bought_by,Customer_1964
Product_985,belongs_to_category,Grocery
Product_823,belongs_to_category,Fashion
Product_1515,complements,Product_854
Product_425,sold_by,Seller_418
Product_152,reviewed_by,Customer_603
Product_1486,similar_to,Product_494
Product_1721,bought_by,Customer_112
Product_508,bought_by,Customer_782
Product_607,bought_by,Customer_293
Product_1163,bought_by,Customer_1664
Product_1272,similar_to,Product_68
Product_1179,reviewed_by,Customer_1891
Product_683,reviewed_by,Customer_132
Product_1264,similar_to,Product_595
Product_1708,complements,Product_472
Product_484,reviewed_by,Customer_437
Product_33,sold_by,Seller_24
Product_1318,reviewed_by,Customer_1662
Product_941,sold_by,Seller_440
Product_1368,bought_by,Customer_1951
Product_1382,bought_by,Customer_890
Product_1673,complements,Product_1644
Product_1478,reviewed_by,Customer_1145
Product_971,sold_by,Seller_131
Product_984,bought_by,Customer_426
Product_1547,sold_by,Seller_125
Product_1885,bought_by,Customer_431
Product_999,complements,Product_1885
Product_1599,complements,Product_236
Product_364,sold_by,Seller_467
Product_519,complements,Product_75
Product_1870,sold_by,Seller_72
Product_302,belongs_to_category,Home
Product_818,similar_to,Product_1857
Product_1774,sold_by,Seller_456
Product_1648,belongs_to_category,Grocery
Product_1064,complements,Product_691
Product_801,reviewed_by,Customer_178
Product_527,sold_by,Seller_75
Product_917,belongs_to_category,Sports
Product_1991,similar_to,Product_185
Product_931,belongs_to_category,Beauty
Product_1052,sold_by,Seller_350
Product_200,sold_by,Seller_390
Product_359,complements,Product_313
Product_1534,bought_by,Customer_34
Product_1974,complements,Product_273
Product_1056,sold_by,Seller_233
Product_144,complements,Product_709
Product_202,similar_to,Product_1707
Product_1393,complements,Product_137
Product_557,reviewed_by,Customer_340
Product_132,sold_by,Seller_440
Product_1024,similar_to,Product_736
Product_30,sold_by,Seller_257
Product_481,belongs_to_category,Fashion
Product_594,bought_by,Customer_615
Product_1171,reviewed_by,Customer_763
Product_120,sold_by,Seller_269
Product_1826,sold_by,Seller_30
Product_1957,reviewed_by,Customer_405
Product_119,bought_by,Customer_1682
Product_179,complements,Product_1264
Product_757,similar_to,Product_1382
Product_547,bought_by,Customer_1661
Product_1085,bought_by,Customer_1954
Product_115,sold_by,Seller_411
Product_1416,belongs_to_category,Fashion
Product_1993,belongs_to_category,Fashion
Product_30,bought_by,Customer_1359
Product_1303,bought_by,Customer_1215
Product_998,complements,Product_529
Product_1534,reviewed_by,Customer_1869
Product_1108,sold_by,Seller_24
Product_157,similar_to,Product_380
Product_1978,reviewed_by,Customer_1295
Product_1911,sold_by,Seller_134
Product_1975,similar_to,Product_1436
Product_197,bought_by,Customer_1584
Product_304,belongs_to_category,Electronics
Product_745,reviewed_by,Customer_622
Product_1330,similar_to,Product_1366
Product_789,complements,Product_210
Product_165,similar_to,Product_647
Product_138,sold_by,Seller_25
Product_1091,sold_by,Seller_48
Product_448,bought_by,Customer_287
Product_1924,complements,Product_527
Product_194,similar_to,Product_348
Product_642,complements,Product_737
Product_1818,sold_by,Seller_481
Product_446,sold_by,Seller_107
Product_1261,similar_to,Product_39
Product_1701,sold_by,Seller_131
Product_38,complements,Product_1344
Product_1516,complements,Product_1900
Product_1018,belongs_to_category,Books
Product_1797,sold_by,Seller_349
Product_1665,bought_by,Customer_222
Product_1276,reviewed_by,Customer_1165
Product_655,sold_by,Seller_289
Product_742,belongs_to_category,Beauty
Product_1034,complements,Product_1874
Product_1760,complements,Product_561
Product_56,reviewed_by,Customer_1420
Product_951,sold_by,Seller_495
Product_1365,bought_by,Customer_1842
Product_288,belongs_to_category,Home
Product_1066,sold_by,Seller_285
Product_578,reviewed_by,Customer_1223
Product_116,reviewed_by,Customer_709
Product_288,similar_to,Product_814
Product_1519,bought_by,Customer_1121
Product_1118,reviewed_by,Customer_1902
Product_1817,bought_by,Customer_1138
Product_950,belongs_to_category,Grocery
Product_237,reviewed_by,Customer_1020
Product_802,complements,Product_436
Product_898,bought_by,Customer_854
Product_1795,reviewed_by,Customer_112
Product_573,similar_to,Product_594
Product_1846,complements,Product_1189
Product_1124,complements,Product_499
Product_1121,sold_by,Seller_354
Product_665,similar_to,Product_525
Product_34,sold_by,Seller_441
Product_840,bought_by,Customer_843
Product_359,belongs_to_category,Sports
Product_1324,complements,Product_1705
Product_1208,belongs_to_category,Grocery
Product_1429,reviewed_by,Customer_185
Product_327,complements,Product_866
Product_1549,sold_by,Seller_338
Product_878,bought_by,Customer_163
Product_1181,bought_by,Customer_936
Product_1667,complements,Product_1742
Product_305,sold_by,Seller_469
Product_1938,similar_to,Product_266
Product_721,sold_by,Seller_53
Product_866,similar_to,Product_1939
Product_1828,similar_to,Product_881
Product_995,belongs_to_category,Sports
Product_1024,complements,Product_1981
Product_446,sold_by,Seller_257
Product_1411,similar_to,Product_1051
Product_1655,similar_to,Product_650
Product_82,complements,Product_770
Product_1307,complements,Product_1088
Product_1233,bought_by,Customer_1336
Product_350,similar_to,Product_393
Product_367,reviewed_by,Customer_1388
Product_1780,bought_by,Customer_620
Product_533,belongs_to_category,Fashion
Product_42,sold_by,Seller_215
Product_229,complements,Product_1232
Product_304,sold_by,Seller_368
Product_7,reviewed_by,Customer_1803
Product_830,belongs_to_category,Grocery
Product_293,sold_by,Seller_11
Product_49,bought_by,Customer_104
Product_1786,belongs_to_category,Sports
Product_1798,bought_by,Customer_878
Product_1745,bought_by,Customer_759
Product_579,belongs_to_category,Fashion
Product_1155,reviewed_by,Customer_856
Product_141,complements,Product_328
Product_194,sold_by,Seller_449
Product_565,similar_to,Product_1612
Product_1981,reviewed_by,Customer_1027
Product_1339,bought_by,Customer_89
Product_255,sold_by,Seller_240
Product_1051,belongs_to_category,Books
Product_1585,belongs_to_category,Electronics
Product_1331,reviewed_by,Customer_1765
Product_297,bought_by,Customer_1297
Product_348,complements,Product_1796
Product_1655,similar_to,Product_1179
Product_1436,reviewed_by,Customer_160
Product_138,similar_to,Product_405
Product_1647,reviewed_by,Customer_1643
Product_1789,sold_by,Seller_361
Product_1631,sold_by,Seller_13
Product_1993,bought_by,Customer_199
Product_753,belongs_to_category,Home
Product_978,similar_to,Product_1305
Product_246,similar_to,Product_441
Product_1194,belongs_to_category,Grocery
Product_604,complements,Product_1033
Product_1619,complements,Product_409
Product_1413,bought_by,Customer_383
Product_54,reviewed_by,Customer_1381
Product_1099,belongs_to_category,Beauty
Product_1982,belongs_to_category,Beauty
Product_463,sold_by,Seller_229
Product_1372,sold_by,Seller_39
Product_1799,complements,Product_122
Product_1065,reviewed_by,Customer_1547
Product_1457,belongs_to_category,Grocery
Product_1674,bought_by,Customer_386
Product_660,similar_to,Product_619
Product_1228,bought_by,Customer_987
Product_60,belongs_to_category,Sports
Product_1987,similar_to,Product_439
Product_519,bought_by,Customer_1893
Product_1705,sold_by,Seller_179
Product_1186,sold_by,Seller_347
Product_162,belongs_to_category,Home
Product_1628,reviewed_by,Customer_414
Product_1588,complements,Product_208
Product_1658,similar_to,Product_1830
Product_1130,bought_by,Customer_623
Product_1421,belongs_to_category,Beauty
Product_1016,belongs_to_category,Grocery
Product_1598,sold_by,Seller_388
Product_1856,sold_by,Seller_106
Product_861,reviewed_by,Customer_284
Product_1906,bought_by,Customer_411
Product_471,similar_to,Product_1171
Product_618,belongs_to_category,Fashion
Product_1560,reviewed_by,Customer_1971
Product_497,sold_by,Seller_239
Product_796,reviewed_by,Customer_447
Product_1591,reviewed_by,Customer_890
Product_609,bought_by,Customer_1149
Product_1640,bought_by,Customer_1367
Product_895,reviewed_by,Customer_1060
Product_1816,belongs_to_category,Fashion
Product_90,reviewed_by,Customer_906
Product_1790,sold_by,Seller_288
Product_1685,similar_to,Product_400
Product_1900,reviewed_by,Customer_1439
Product_1988,similar_to,Product_265
Product_4,bought_by,Customer_1374
Product_1201,complements,Product_966
Product_1929,similar_to,Product_42
Product_778,complements,Product_99
Product_614,belongs_to_category,Home
Product_1577,similar_to,Product_153
Product_196,reviewed_by,Customer_1959
Product_512,sold_by,Seller_288
Product_9,sold_by,Seller_219
Product_1955,belongs_to_category,Sports
Product_1007,bought_by,Customer_1414
Product_549,belongs_to_category,Fashion
Product_1216,bought_by,Customer_556
Product_1096,belongs_to_category,Electronics
Product_1296,reviewed_by,Customer_35
Product_599,complements,Product_65
Product_1391,belongs_to_category,Books
Product_590,similar_to,Product_1453
Product_1351,belongs_to_category,Beauty
Product_1264,bought_by,Customer_1003
Product_756,sold_by,Seller_76
Product_1809,sold_by,Seller_414
Product_1277,bought_by,Customer_165
Product_169,reviewed_by,Customer_1648
Product_749,belongs_to_category,Home
Product_885,bought_by,Customer_80
Product_1555,similar_to,Product_200
Product_326,similar_to,Product_332
Product_1728,complements,Product_344
Product_1268,complements,Product_14
Product_1658,complements,Product_101
Product_818,bought_by,Customer_1063
Product_1430,similar_to,Product_729
Product_1354,complements,Product_1725
Product_1865,reviewed_by,Customer_662
Product_1722,sold_by,Seller_406
Product_1087,reviewed_by,Customer_1638
Product_373,belongs_to_category,Fashion
Product_114,sold_by,Seller_17
Product_790,complements,Product_467
Product_1521,bought_by,Customer_1055
Product_484,reviewed_by,Customer_1918
Product_170,complements,Product_1848
Product_809,reviewed_by,Customer_1769
Product_267,bought_by,Customer_1338
Product_1208,complements,Product_1011
Product_1034,bought_by,Customer_274
Product_1267,sold_by,Seller_185
Product_1127,bought_by,Customer_1419
Product_1824,belongs_to_category,Home
Product_534,sold_by,Seller_486
Product_1923,belongs_to_category,Fashion
Product_481,similar_to,Product_1149
Product_1249,bought_by,Customer_1477
Product_324,bought_by,Customer_1420
Product_596,reviewed_by,Customer_382
Product_1157,similar_to,Product_1775
Product_177,bought_by,Customer_62
Product_806,bought_by,Customer_1350
